Name,Code,Unit,ItemType,VatRate,SdRate
Salt,ITM02732,KG,raw,5,0
Oil,ITM02733,KG,raw,5,0
Salt,ITM02734,KG,raw,5,0
Sugar,ITM02735,KG,raw,5,0
Sugar,ITM02736,KG,raw,5,0
Oil,ITM02737,KG,raw,0,0
Oil,ITM02738,KG,raw,5,0
Oil,ITM02739,KG,raw,5,0
Salt,ITM02740,KG,raw,5,0
Sugar,ITM02741,KG,raw,0,0
Flour,ITM02742,KG,raw,0,0
Sugar,ITM02743,KG,raw,0,0
Rice,ITM02744,KG,raw,5,0
Wheat,ITM02745,KG,raw,0,0
Flour,ITM02746,KG,raw,5,0
Sugar,ITM02747,KG,raw,0,0
Salt,ITM02748,KG,raw,5,0
Salt,ITM02749,KG,raw,0,0
Oil,ITM02750,KG,raw,0,0
Sugar,ITM02751,KG,raw,0,0
Flour,ITM02752,KG,raw,0,0
Sugar,ITM02753,KG,raw,0,0
Flour,ITM02754,KG,raw,5,0
Sugar,ITM02755,KG,raw,0,0
Salt,ITM02756,KG,raw,5,0
Flour,ITM02757,KG,raw,5,0
Oil,ITM02758,KG,raw,0,0
Flour,ITM02759,KG,raw,5,0
Wheat,ITM02760,KG,raw,0,0
Rice,ITM02761,KG,raw,5,0
Salt,ITM02762,KG,raw,0,0
Wheat,ITM02763,KG,raw,5,0
Salt,ITM02764,KG,raw,0,0
Salt,ITM02765,KG,raw,5,0
Wheat,ITM02766,KG,raw,0,0
Salt,ITM02767,KG,raw,0,0
Oil,ITM02768,KG,raw,0,0
Flour,ITM02769,KG,raw,5,0
Sugar,ITM02770,KG,raw,0,0
Flour,ITM02771,KG,raw,0,0
Flour,ITM02772,KG,raw,5,0
Salt,ITM02773,KG,raw,5,0
Salt,ITM02774,KG,raw,0,0
Salt,ITM02775,KG,raw,0,0
Salt,ITM02776,KG,raw,0,0
Flour,ITM02777,KG,raw,0,0
Wheat,ITM02778,KG,raw,5,0
Rice,ITM02779,KG,raw,0,0
Rice,ITM02780,KG,raw,5,0
Wheat,ITM02781,KG,raw,5,0
Salt,ITM02782,KG,raw,5,0
Rice,ITM02783,KG,raw,0,0
Oil,ITM02784,KG,raw,5,0
Oil,ITM02785,KG,raw,0,0
Sugar,ITM02786,KG,raw,5,0
Flour,ITM02787,KG,raw,5,0
Rice,ITM02788,KG,raw,5,0
Sugar,ITM02789,KG,raw,0,0
Flour,ITM02790,KG,raw,0,0
Oil,ITM02791,KG,raw,0,0
Salt,ITM02792,KG,raw,5,0
Sugar,ITM02793,KG,raw,5,0
Sugar,ITM02794,KG,raw,0,0
Rice,ITM02795,KG,raw,0,0
Sugar,ITM02796,KG,raw,5,0
Salt,ITM02797,KG,raw,5,0
Wheat,ITM02798,KG,raw,5,0
Rice,ITM02799,KG,raw,0,0
Salt,ITM02800,KG,raw,0,0
Wheat,ITM02801,KG,raw,5,0
Sugar,ITM02802,KG,raw,0,0
Flour,ITM02803,KG,raw,5,0
Sugar,ITM02804,KG,raw,0,0
Rice,ITM02805,KG,raw,5,0
Flour,ITM02806,KG,raw,0,0
Oil,ITM02807,KG,raw,5,0
Rice,ITM02808,KG,raw,0,0
Wheat,ITM02809,KG,raw,0,0
Oil,ITM02810,KG,raw,0,0
Rice,ITM02811,KG,raw,5,0
Oil,ITM02812,KG,raw,5,0
Oil,ITM02813,KG,raw,5,0
Oil,ITM02814,KG,raw,0,0
Oil,ITM02815,KG,raw,5,0
Salt,ITM02816,KG,raw,0,0
Flour,ITM02817,KG,raw,5,0
Sugar,ITM02818,KG,raw,5,0
Flour,ITM02819,KG,raw,0,0
Wheat,ITM02820,KG,raw,0,0
Sugar,ITM02821,KG,raw,0,0
Salt,ITM02822,KG,raw,0,0
Salt,ITM02823,KG,raw,5,0
Rice,ITM02824,KG,raw,0,0
Salt,ITM02825,KG,raw,0,0
Salt,ITM02826,KG,raw,5,0
Rice,ITM02827,KG,raw,0,0
Flour,ITM02828,KG,raw,0,0
Rice,ITM02829,KG,raw,5,0
Sugar,ITM02830,KG,raw,0,0
Sugar,ITM02831,KG,raw,5,0
Rice,ITM02832,KG,raw,0,0
Salt,ITM02833,KG,raw,5,0
Wheat,ITM02834,KG,raw,0,0
Wheat,ITM02835,KG,raw,0,0
Sugar,ITM02836,KG,raw,5,0
Rice,ITM02837,KG,raw,5,0
Flour,ITM02838,KG,raw,0,0
Rice,ITM02839,KG,raw,0,0
Rice,ITM02840,KG,raw,0,0
Flour,ITM02841,KG,raw,5,0
Sugar,ITM02842,KG,raw,5,0
Rice,ITM02843,KG,raw,0,0
Sugar,ITM02844,KG,raw,0,0
Sugar,ITM02845,KG,raw,0,0
Sugar,ITM02846,KG,raw,0,0
Flour,ITM02847,KG,raw,5,0
Rice,ITM02848,KG,raw,5,0
Flour,ITM02849,KG,raw,5,0
Oil,ITM02850,KG,raw,0,0
Flour,ITM02851,KG,raw,5,0
Wheat,ITM02852,KG,raw,0,0
Wheat,ITM02853,KG,raw,5,0
Sugar,ITM02854,KG,raw,0,0
Rice,ITM02855,KG,raw,5,0
Rice,ITM02856,KG,raw,5,0
Oil,ITM02857,KG,raw,0,0
Flour,ITM02858,KG,raw,0,0
Wheat,ITM02859,KG,raw,5,0
Sugar,ITM02860,KG,raw,5,0
Salt,ITM02861,KG,raw,5,0
Wheat,ITM02862,KG,raw,5,0
Rice,ITM02863,KG,raw,5,0
Flour,ITM02864,KG,raw,5,0
Oil,ITM02865,KG,raw,5,0
Sugar,ITM02866,KG,raw,0,0
Wheat,ITM02867,KG,raw,5,0
Oil,ITM02868,KG,raw,0,0
Oil,ITM02869,KG,raw,0,0
Wheat,ITM02870,KG,raw,0,0
Flour,ITM02871,KG,raw,5,0
Sugar,ITM02872,KG,raw,5,0
Wheat,ITM02873,KG,raw,5,0
Wheat,ITM02874,KG,raw,5,0
Flour,ITM02875,KG,raw,0,0
Flour,ITM02876,KG,raw,0,0
Rice,ITM02877,KG,raw,5,0
Oil,ITM02878,KG,raw,0,0
Salt,ITM02879,KG,raw,5,0
Oil,ITM02880,KG,raw,5,0
Sugar,ITM02881,KG,raw,0,0
Sugar,ITM02882,KG,raw,5,0
Sugar,ITM02883,KG,raw,0,0
Salt,ITM02884,KG,raw,5,0
Flour,ITM02885,KG,raw,5,0
Oil,ITM02886,KG,raw,0,0
Sugar,ITM02887,KG,raw,5,0
Rice,ITM02888,KG,raw,0,0
Oil,ITM02889,KG,raw,5,0
Wheat,ITM02890,KG,raw,0,0
Salt,ITM02891,KG,raw,5,0
Sugar,ITM02892,KG,raw,5,0
Salt,ITM02893,KG,raw,0,0
Sugar,ITM02894,KG,raw,5,0
Oil,ITM02895,KG,raw,0,0
Rice,ITM02896,KG,raw,5,0
Salt,ITM02897,KG,raw,0,0
Flour,ITM02898,KG,raw,5,0
Flour,ITM02899,KG,raw,0,0
Oil,ITM02900,KG,raw,0,0
Rice,ITM02901,KG,raw,5,0
Oil,ITM02902,KG,raw,0,0
Wheat,ITM02903,KG,raw,0,0
Wheat,ITM02904,KG,raw,0,0
Flour,ITM02905,KG,raw,0,0
Sugar,ITM02906,KG,raw,0,0
Oil,ITM02907,KG,raw,5,0
Oil,ITM02908,KG,raw,5,0
Flour,ITM02909,KG,raw,5,0
Oil,ITM02910,KG,raw,5,0
Sugar,ITM02911,KG,raw,0,0
Rice,ITM02912,KG,raw,5,0
Sugar,ITM02913,KG,raw,0,0
Salt,ITM02914,KG,raw,0,0
Salt,ITM02915,KG,raw,5,0
Salt,ITM02916,KG,raw,0,0
Flour,ITM02917,KG,raw,5,0
Rice,ITM02918,KG,raw,0,0
Salt,ITM02919,KG,raw,0,0
Rice,ITM02920,KG,raw,5,0
Sugar,ITM02921,KG,raw,5,0
Oil,ITM02922,KG,raw,5,0
Sugar,ITM02923,KG,raw,5,0
Rice,ITM02924,KG,raw,0,0
Salt,ITM02925,KG,raw,5,0
Sugar,ITM02926,KG,raw,0,0
Wheat,ITM02927,KG,raw,0,0
Wheat,ITM02928,KG,raw,5,0
Wheat,ITM02929,KG,raw,5,0
Wheat,ITM02930,KG,raw,0,0
Salt,ITM02931,KG,raw,0,0
Sugar,ITM02932,KG,raw,0,0
Rice,ITM02933,KG,raw,5,0
Sugar,ITM02934,KG,raw,0,0
Salt,ITM02935,KG,raw,5,0
Sugar,ITM02936,KG,raw,0,0
Rice,ITM02937,KG,raw,0,0
Oil,ITM02938,KG,raw,5,0
Rice,ITM02939,KG,raw,5,0
Oil,ITM02940,KG,raw,5,0
Salt,ITM02941,KG,raw,5,0
Salt,ITM02942,KG,raw,5,0
Sugar,ITM02943,KG,raw,5,0
Oil,ITM02944,KG,raw,5,0
Salt,ITM02945,KG,raw,0,0
Wheat,ITM02946,KG,raw,0,0
Flour,ITM02947,KG,raw,5,0
Flour,ITM02948,KG,raw,0,0
Wheat,ITM02949,KG,raw,5,0
Oil,ITM02950,KG,raw,5,0
Oil,ITM02951,KG,raw,5,0
Flour,ITM02952,KG,raw,0,0
Salt,ITM02953,KG,raw,0,0
Salt,ITM02954,KG,raw,0,0
Wheat,ITM02955,KG,raw,5,0
Rice,ITM02956,KG,raw,0,0
Rice,ITM02957,KG,raw,0,0
Wheat,ITM02958,KG,raw,5,0
Rice,ITM02959,KG,raw,5,0
Salt,ITM02960,KG,raw,5,0
Oil,ITM02961,KG,raw,5,0
Oil,ITM02962,KG,raw,5,0
Oil,ITM02963,KG,raw,5,0
Salt,ITM02964,KG,raw,5,0
Flour,ITM02965,KG,raw,0,0
Rice,ITM02966,KG,raw,5,0
Rice,ITM02967,KG,raw,0,0
Salt,ITM02968,KG,raw,5,0
Flour,ITM02969,KG,raw,5,0
Wheat,ITM02970,KG,raw,5,0
Rice,ITM02971,KG,raw,5,0
Flour,ITM02972,KG,raw,5,0
Oil,ITM02973,KG,raw,5,0
Wheat,ITM02974,KG,raw,5,0
Oil,ITM02975,KG,raw,0,0
Sugar,ITM02976,KG,raw,5,0
Flour,ITM02977,KG,raw,5,0
Oil,ITM02978,KG,raw,5,0
Rice,ITM02979,KG,raw,0,0
Flour,ITM02980,KG,raw,5,0
Flour,ITM02981,KG,raw,5,0
Flour,ITM02982,KG,raw,0,0
Salt,ITM02983,KG,raw,5,0
Rice,ITM02984,KG,raw,5,0
Oil,ITM02985,KG,raw,0,0
Salt,ITM02986,KG,raw,0,0
Sugar,ITM02987,KG,raw,0,0
Wheat,ITM02988,KG,raw,5,0
Sugar,ITM02989,KG,raw,5,0
Salt,ITM02990,KG,raw,0,0
Rice,ITM02991,KG,raw,0,0
Wheat,ITM02992,KG,raw,5,0
Sugar,ITM02993,KG,raw,5,0
Flour,ITM02994,KG,raw,5,0
Oil,ITM02995,KG,raw,5,0
Rice,ITM02996,KG,raw,0,0
Sugar,ITM02997,KG,raw,0,0
Flour,ITM02998,KG,raw,0,0
Sugar,ITM02999,KG,raw,5,0
Wheat,ITM03000,KG,raw,5,0
Salt,ITM03001,KG,raw,5,0
Sugar,ITM03002,KG,raw,5,0
Salt,ITM03003,KG,raw,5,0
Sugar,ITM03004,KG,raw,5,0
Rice,ITM03005,KG,raw,5,0
Rice,ITM03006,KG,raw,5,0
Salt,ITM03007,KG,raw,0,0
Flour,ITM03008,KG,raw,5,0
Salt,ITM03009,KG,raw,5,0
Sugar,ITM03010,KG,raw,0,0
Rice,ITM03011,KG,raw,5,0
Rice,ITM03012,KG,raw,5,0
Flour,ITM03013,KG,raw,5,0
Sugar,ITM03014,KG,raw,5,0
Wheat,ITM03015,KG,raw,5,0
Oil,ITM03016,KG,raw,5,0
Rice,ITM03017,KG,raw,5,0
Oil,ITM03018,KG,raw,0,0
Flour,ITM03019,KG,raw,5,0
Rice,ITM03020,KG,raw,5,0
Sugar,ITM03021,KG,raw,5,0
Flour,ITM03022,KG,raw,5,0
Wheat,ITM03023,KG,raw,0,0
Oil,ITM03024,KG,raw,5,0
Rice,ITM03025,KG,raw,0,0
Salt,ITM03026,KG,raw,0,0
Flour,ITM03027,KG,raw,0,0
Sugar,ITM03028,KG,raw,0,0
Salt,ITM03029,KG,raw,0,0
Sugar,ITM03030,KG,raw,0,0
Oil,ITM03031,KG,raw,5,0
Rice,ITM03032,KG,raw,5,0
Rice,ITM03033,KG,raw,0,0
Rice,ITM03034,KG,raw,5,0
Wheat,ITM03035,KG,raw,5,0
Oil,ITM03036,KG,raw,5,0
Wheat,ITM03037,KG,raw,5,0
Oil,ITM03038,KG,raw,5,0
Salt,ITM03039,KG,raw,5,0
Sugar,ITM03040,KG,raw,0,0
Wheat,ITM03041,KG,raw,5,0
Sugar,ITM03042,KG,raw,0,0
Sugar,ITM03043,KG,raw,5,0
Wheat,ITM03044,KG,raw,0,0
Sugar,ITM03045,KG,raw,0,0
Wheat,ITM03046,KG,raw,5,0
Oil,ITM03047,KG,raw,5,0
Salt,ITM03048,KG,raw,0,0
Oil,ITM03049,KG,raw,0,0
Sugar,ITM03050,KG,raw,0,0
Salt,ITM03051,KG,raw,5,0
Salt,ITM03052,KG,raw,0,0
Wheat,ITM03053,KG,raw,0,0
Wheat,ITM03054,KG,raw,5,0
Sugar,ITM03055,KG,raw,5,0
Salt,ITM03056,KG,raw,0,0
Salt,ITM03057,KG,raw,0,0
Rice,ITM03058,KG,raw,0,0
Rice,ITM03059,KG,raw,5,0
Wheat,ITM03060,KG,raw,0,0
Flour,ITM03061,KG,raw,5,0
Sugar,ITM03062,KG,raw,0,0
Oil,ITM03063,KG,raw,5,0
Flour,ITM03064,KG,raw,5,0
Rice,ITM03065,KG,raw,5,0
Salt,ITM03066,KG,raw,0,0
Sugar,ITM03067,KG,raw,0,0
Oil,ITM03068,KG,raw,5,0
Flour,ITM03069,KG,raw,5,0
Rice,ITM03070,KG,raw,0,0
Salt,ITM03071,KG,raw,0,0
Sugar,ITM03072,KG,raw,0,0
Salt,ITM03073,KG,raw,0,0
Oil,ITM03074,KG,raw,5,0
Sugar,ITM03075,KG,raw,5,0
Rice,ITM03076,KG,raw,5,0
Sugar,ITM03077,KG,raw,5,0
Rice,ITM03078,KG,raw,5,0
Oil,ITM03079,KG,raw,5,0
Rice,ITM03080,KG,raw,5,0
Sugar,ITM03081,KG,raw,0,0
Rice,ITM03082,KG,raw,0,0
Salt,ITM03083,KG,raw,0,0
Wheat,ITM03084,KG,raw,0,0
Oil,ITM03085,KG,raw,0,0
Flour,ITM03086,KG,raw,0,0
Salt,ITM03087,KG,raw,5,0
Salt,ITM03088,KG,raw,0,0
Salt,ITM03089,KG,raw,5,0
Wheat,ITM03090,KG,raw,5,0
Rice,ITM03091,KG,raw,0,0
Wheat,ITM03092,KG,raw,0,0
Flour,ITM03093,KG,raw,0,0
Flour,ITM03094,KG,raw,5,0
Sugar,ITM03095,KG,raw,0,0
Sugar,ITM03096,KG,raw,0,0
Sugar,ITM03097,KG,raw,0,0
Oil,ITM03098,KG,raw,0,0
Flour,ITM03099,KG,raw,5,0
Sugar,ITM03100,KG,raw,5,0
Wheat,ITM03101,KG,raw,5,0
Flour,ITM03102,KG,raw,0,0
Rice,ITM03103,KG,raw,0,0
Oil,ITM03104,KG,raw,5,0
Rice,ITM03105,KG,raw,0,0
Rice,ITM03106,KG,raw,0,0
Sugar,ITM03107,KG,raw,0,0
Sugar,ITM03108,KG,raw,5,0
Flour,ITM03109,KG,raw,5,0
Flour,ITM03110,KG,raw,0,0
Rice,ITM03111,KG,raw,0,0
Sugar,ITM03112,KG,raw,0,0
Flour,ITM03113,KG,raw,0,0
Sugar,ITM03114,KG,raw,0,0
Salt,ITM03115,KG,raw,5,0
Salt,ITM03116,KG,raw,5,0
Wheat,ITM03117,KG,raw,5,0
Rice,ITM03118,KG,raw,0,0
Salt,ITM03119,KG,raw,0,0
Wheat,ITM03120,KG,raw,0,0
Sugar,ITM03121,KG,raw,0,0
Wheat,ITM03122,KG,raw,5,0
Rice,ITM03123,KG,raw,0,0
Rice,ITM03124,KG,raw,0,0
Wheat,ITM03125,KG,raw,5,0
Oil,ITM03126,KG,raw,0,0
Rice,ITM03127,KG,raw,0,0
Sugar,ITM03128,KG,raw,5,0
Rice,ITM03129,KG,raw,0,0
Sugar,ITM03130,KG,raw,5,0
Sugar,ITM03131,KG,raw,5,0
Rice,ITM03132,KG,raw,0,0
Sugar,ITM03133,KG,raw,0,0
Rice,ITM03134,KG,raw,0,0
Sugar,ITM03135,KG,raw,5,0
Wheat,ITM03136,KG,raw,5,0
Oil,ITM03137,KG,raw,0,0
Oil,ITM03138,KG,raw,0,0
Salt,ITM03139,KG,raw,5,0
Sugar,ITM03140,KG,raw,0,0
Oil,ITM03141,KG,raw,0,0
Wheat,ITM03142,KG,raw,0,0
Oil,ITM03143,KG,raw,5,0
Sugar,ITM03144,KG,raw,5,0
Salt,ITM03145,KG,raw,5,0
Salt,ITM03146,KG,raw,0,0
Oil,ITM03147,KG,raw,0,0
Sugar,ITM03148,KG,raw,0,0
Flour,ITM03149,KG,raw,5,0
Oil,ITM03150,KG,raw,0,0
Rice,ITM03151,KG,raw,0,0
Oil,ITM03152,KG,raw,5,0
Wheat,ITM03153,KG,raw,5,0
Oil,ITM03154,KG,raw,5,0
Flour,ITM03155,KG,raw,5,0
Oil,ITM03156,KG,raw,0,0
Salt,ITM03157,KG,raw,0,0
Flour,ITM03158,KG,raw,5,0
Sugar,ITM03159,KG,raw,5,0
Oil,ITM03160,KG,raw,5,0
Rice,ITM03161,KG,raw,5,0
Salt,ITM03162,KG,raw,5,0
Oil,ITM03163,KG,raw,0,0
Flour,ITM03164,KG,raw,0,0
Sugar,ITM03165,KG,raw,5,0
Rice,ITM03166,KG,raw,0,0
Oil,ITM03167,KG,raw,0,0
Salt,ITM03168,KG,raw,5,0
Oil,ITM03169,KG,raw,5,0
Flour,ITM03170,KG,raw,5,0
Oil,ITM03171,KG,raw,0,0
Sugar,ITM03172,KG,raw,5,0
Oil,ITM03173,KG,raw,0,0
Flour,ITM03174,KG,raw,0,0
Oil,ITM03175,KG,raw,5,0
Rice,ITM03176,KG,raw,5,0
Wheat,ITM03177,KG,raw,0,0
Flour,ITM03178,KG,raw,5,0
Oil,ITM03179,KG,raw,0,0
Oil,ITM03180,KG,raw,0,0
Flour,ITM03181,KG,raw,5,0
Oil,ITM03182,KG,raw,0,0
Salt,ITM03183,KG,raw,5,0
Flour,ITM03184,KG,raw,0,0
Oil,ITM03185,KG,raw,0,0
Oil,ITM03186,KG,raw,0,0
Wheat,ITM03187,KG,raw,5,0
Sugar,ITM03188,KG,raw,0,0
Oil,ITM03189,KG,raw,0,0
Sugar,ITM03190,KG,raw,5,0
Wheat,ITM03191,KG,raw,0,0
Wheat,ITM03192,KG,raw,0,0
Rice,ITM03193,KG,raw,5,0
Sugar,ITM03194,KG,raw,5,0
Sugar,ITM03195,KG,raw,5,0
Sugar,ITM03196,KG,raw,5,0
Salt,ITM03197,KG,raw,5,0
Flour,ITM03198,KG,raw,0,0
Salt,ITM03199,KG,raw,0,0
Flour,ITM03200,KG,raw,5,0
Flour,ITM03201,KG,raw,0,0
Salt,ITM03202,KG,raw,5,0
Oil,ITM03203,KG,raw,0,0
Rice,ITM03204,KG,raw,0,0
Flour,ITM03205,KG,raw,5,0
Oil,ITM03206,KG,raw,0,0
Salt,ITM03207,KG,raw,0,0
Flour,ITM03208,KG,raw,5,0
Salt,ITM03209,KG,raw,0,0
Wheat,ITM03210,KG,raw,5,0
Oil,ITM03211,KG,raw,0,0
Wheat,ITM03212,KG,raw,0,0
Rice,ITM03213,KG,raw,5,0
Flour,ITM03214,KG,raw,0,0
Sugar,ITM03215,KG,raw,5,0
Wheat,ITM03216,KG,raw,5,0
Wheat,ITM03217,KG,raw,0,0
Salt,ITM03218,KG,raw,5,0
Flour,ITM03219,KG,raw,5,0
Oil,ITM03220,KG,raw,0,0
Oil,ITM03221,KG,raw,5,0
Rice,ITM03222,KG,raw,0,0
Rice,ITM03223,KG,raw,5,0
Salt,ITM03224,KG,raw,5,0
Sugar,ITM03225,KG,raw,0,0
Rice,ITM03226,KG,raw,5,0
Wheat,ITM03227,KG,raw,0,0
Sugar,ITM03228,KG,raw,0,0
Wheat,ITM03229,KG,raw,5,0
Flour,ITM03230,KG,raw,0,0
Oil,ITM03231,KG,raw,0,0
Flour,ITM03232,KG,raw,5,0
Flour,ITM03233,KG,raw,0,0
Flour,ITM03234,KG,raw,0,0
Flour,ITM03235,KG,raw,5,0
Oil,ITM03236,KG,raw,5,0
Flour,ITM03237,KG,raw,0,0
Wheat,ITM03238,KG,raw,5,0
Rice,ITM03239,KG,raw,5,0
Salt,ITM03240,KG,raw,0,0
Sugar,ITM03241,KG,raw,5,0
Sugar,ITM03242,KG,raw,5,0
Flour,ITM03243,KG,raw,0,0
Rice,ITM03244,KG,raw,0,0
Sugar,ITM03245,KG,raw,5,0
Salt,ITM03246,KG,raw,5,0
Wheat,ITM03247,KG,raw,0,0
Sugar,ITM03248,KG,raw,5,0
Wheat,ITM03249,KG,raw,0,0
Oil,ITM03250,KG,raw,5,0
Rice,ITM03251,KG,raw,5,0
Wheat,ITM03252,KG,raw,0,0
Sugar,ITM03253,KG,raw,5,0
Wheat,ITM03254,KG,raw,5,0
Oil,ITM03255,KG,raw,5,0
Salt,ITM03256,KG,raw,5,0
Oil,ITM03257,KG,raw,0,0
Oil,ITM03258,KG,raw,5,0
Rice,ITM03259,KG,raw,5,0
Salt,ITM03260,KG,raw,0,0
Salt,ITM03261,KG,raw,5,0
Oil,ITM03262,KG,raw,5,0
Salt,ITM03263,KG,raw,5,0
Rice,ITM03264,KG,raw,0,0
Salt,ITM03265,KG,raw,0,0
Salt,ITM03266,KG,raw,0,0
Wheat,ITM03267,KG,raw,0,0
Sugar,ITM03268,KG,raw,5,0
Sugar,ITM03269,KG,raw,5,0
Salt,ITM03270,KG,raw,5,0
Sugar,ITM03271,KG,raw,0,0
Wheat,ITM03272,KG,raw,5,0
Salt,ITM03273,KG,raw,0,0
Rice,ITM03274,KG,raw,0,0
Sugar,ITM03275,KG,raw,0,0
Rice,ITM03276,KG,raw,5,0
Oil,ITM03277,KG,raw,5,0
Wheat,ITM03278,KG,raw,0,0
Wheat,ITM03279,KG,raw,5,0
Sugar,ITM03280,KG,raw,0,0
Salt,ITM03281,KG,raw,0,0
Oil,ITM03282,KG,raw,0,0
Oil,ITM03283,KG,raw,5,0
Oil,ITM03284,KG,raw,0,0
Oil,ITM03285,KG,raw,5,0
Wheat,ITM03286,KG,raw,5,0
Salt,ITM03287,KG,raw,0,0
Rice,ITM03288,KG,raw,5,0
Rice,ITM03289,KG,raw,5,0
Flour,ITM03290,KG,raw,5,0
Wheat,ITM03291,KG,raw,0,0
Salt,ITM03292,KG,raw,5,0
Wheat,ITM03293,KG,raw,5,0
Oil,ITM03294,KG,raw,0,0
Oil,ITM03295,KG,raw,0,0
Wheat,ITM03296,KG,raw,0,0
Wheat,ITM03297,KG,raw,5,0
Flour,ITM03298,KG,raw,0,0
Sugar,ITM03299,KG,raw,5,0
Sugar,ITM03300,KG,raw,0,0
Salt,ITM03301,KG,raw,0,0
Sugar,ITM03302,KG,raw,0,0
Wheat,ITM03303,KG,raw,5,0
Salt,ITM03304,KG,raw,5,0
Flour,ITM03305,KG,raw,0,0
Wheat,ITM03306,KG,raw,0,0
Oil,ITM03307,KG,raw,5,0
Rice,ITM03308,KG,raw,5,0
Flour,ITM03309,KG,raw,5,0
Oil,ITM03310,KG,raw,5,0
Rice,ITM03311,KG,raw,5,0
Sugar,ITM03312,KG,raw,5,0
Flour,ITM03313,KG,raw,5,0
Flour,ITM03314,KG,raw,5,0
Oil,ITM03315,KG,raw,5,0
Rice,ITM03316,KG,raw,5,0
Rice,ITM03317,KG,raw,0,0
Wheat,ITM03318,KG,raw,5,0
Sugar,ITM03319,KG,raw,0,0
Salt,ITM03320,KG,raw,0,0
Sugar,ITM03321,KG,raw,0,0
Flour,ITM03322,KG,raw,5,0
Oil,ITM03323,KG,raw,5,0
Rice,ITM03324,KG,raw,5,0
Wheat,ITM03325,KG,raw,0,0
Sugar,ITM03326,KG,raw,5,0
Flour,ITM03327,KG,raw,5,0
Flour,ITM03328,KG,raw,5,0
Sugar,ITM03329,KG,raw,0,0
Flour,ITM03330,KG,raw,0,0
Sugar,ITM03331,KG,raw,5,0
Rice,ITM03332,KG,raw,0,0
Wheat,ITM03333,KG,raw,5,0
Wheat,ITM03334,KG,raw,5,0
Sugar,ITM03335,KG,raw,0,0
Salt,ITM03336,KG,raw,5,0
Rice,ITM03337,KG,raw,5,0
Flour,ITM03338,KG,raw,0,0
Oil,ITM03339,KG,raw,5,0
Wheat,ITM03340,KG,raw,5,0
Oil,ITM03341,KG,raw,5,0
Rice,ITM03342,KG,raw,0,0
Sugar,ITM03343,KG,raw,0,0
Rice,ITM03344,KG,raw,5,0
Wheat,ITM03345,KG,raw,5,0
Salt,ITM03346,KG,raw,0,0
Sugar,ITM03347,KG,raw,0,0
Flour,ITM03348,KG,raw,0,0
Sugar,ITM03349,KG,raw,0,0
Wheat,ITM03350,KG,raw,5,0
Sugar,ITM03351,KG,raw,5,0
Salt,ITM03352,KG,raw,5,0
Flour,ITM03353,KG,raw,5,0
Flour,ITM03354,KG,raw,0,0
Wheat,ITM03355,KG,raw,0,0
Sugar,ITM03356,KG,raw,0,0
Rice,ITM03357,KG,raw,0,0
Wheat,ITM03358,KG,raw,0,0
Rice,ITM03359,KG,raw,0,0
Flour,ITM03360,KG,raw,0,0
Oil,ITM03361,KG,raw,5,0
Rice,ITM03362,KG,raw,0,0
Wheat,ITM03363,KG,raw,0,0
Flour,ITM03364,KG,raw,5,0
Oil,ITM03365,KG,raw,5,0
Wheat,ITM03366,KG,raw,5,0
Sugar,ITM03367,KG,raw,0,0
Flour,ITM03368,KG,raw,5,0
Rice,ITM03369,KG,raw,0,0
Wheat,ITM03370,KG,raw,0,0
Oil,ITM03371,KG,raw,0,0
Oil,ITM03372,KG,raw,5,0
Sugar,ITM03373,KG,raw,5,0
Rice,ITM03374,KG,raw,0,0
Rice,ITM03375,KG,raw,5,0
Sugar,ITM03376,KG,raw,5,0
Wheat,ITM03377,KG,raw,0,0
Salt,ITM03378,KG,raw,5,0
Salt,ITM03379,KG,raw,5,0
Sugar,ITM03380,KG,raw,0,0
Rice,ITM03381,KG,raw,0,0
Oil,ITM03382,KG,raw,0,0
Flour,ITM03383,KG,raw,0,0
Oil,ITM03384,KG,raw,0,0
Wheat,ITM03385,KG,raw,0,0
Sugar,ITM03386,KG,raw,5,0
Wheat,ITM03387,KG,raw,0,0
Flour,ITM03388,KG,raw,0,0
Sugar,ITM03389,KG,raw,5,0
Salt,ITM03390,KG,raw,5,0
Wheat,ITM03391,KG,raw,0,0
Oil,ITM03392,KG,raw,5,0
Rice,ITM03393,KG,raw,5,0
Salt,ITM03394,KG,raw,5,0
Wheat,ITM03395,KG,raw,5,0
Wheat,ITM03396,KG,raw,0,0
Wheat,ITM03397,KG,raw,0,0
Oil,ITM03398,KG,raw,5,0
Salt,ITM03399,KG,raw,5,0
Rice,ITM03400,KG,raw,5,0
Sugar,ITM03401,KG,raw,0,0
Sugar,ITM03402,KG,raw,5,0
Salt,ITM03403,KG,raw,0,0
Oil,ITM03404,KG,raw,5,0
Sugar,ITM03405,KG,raw,0,0
Salt,ITM03406,KG,raw,0,0
Salt,ITM03407,KG,raw,0,0
Salt,ITM03408,KG,raw,5,0
Salt,ITM03409,KG,raw,5,0
Oil,ITM03410,KG,raw,5,0
Wheat,ITM03411,KG,raw,5,0
Sugar,ITM03412,KG,raw,5,0
Salt,ITM03413,KG,raw,5,0
Wheat,ITM03414,KG,raw,5,0
Salt,ITM03415,KG,raw,5,0
Sugar,ITM03416,KG,raw,5,0
Salt,ITM03417,KG,raw,0,0
